Store Number,Name,Address,City,State,Zip,Phone,Email,Website,Mon Open,Mon Close,Tue Open,Tue Close,Wed Open,Wed Close,Thu Open,Thu Close,Fri Open,Fri Close,Sat Open,Sat Close,Sun Open,Sun Close,Open 7 Days,Services,Brands,Products,Signature Store,Featured Store,Specialty Store,Latitude,Longitude,URL
10014031,MIDWEST ACE HARDWARE & APPLIAN,602 CAROLINE AVE,JUNCTION CITY,KS,66441-5208,(785) 223-5222,,HTTP://MIDWESTACEHARDWARE.COM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,08:00 AM,07:00 PM,10:00 AM,06:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,39.0178,-96.8609,https://www.benjaminmoore.com/en-us/store-locator/10014031/midwest-ace-hardware-applian
10014033,FARMERS PRODUCE CO,"1100 ARMORY DR, STE 101",FRANKLIN,VA,23851-2418,(757) 562-3560,,HTTP://WWW.ACEHARDWARE.COM,06:00 AM,06:00 PM,06:00 AM,06:00 PM,06:00 AM,06:00 PM,06:00 AM,06:00 PM,06:00 AM,06:00 PM,06:00 AM,05:00 PM,09:00 AM,04:00 PM,True,open_7_days,"benjamin_moore, inslx","ben, ben_int, regal, regal_int",False,False,False,36.6726,-76.9388,https://www.benjaminmoore.com/en-us/store-locator/10014033/farmers-produce-co
10014034,HARRIS ACE HARDWARE,1878 ELMWOOD AVE,BELOIT,WI,53511-2214,(608) 364-4111,,HTTP://WWW.HARRISACE.BIZ,07:30 AM,08:00 PM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,08:00 AM,06:00 PM,09:00 AM,05:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, regal, regal_int",False,False,False,42.5411,-89.0128,https://www.benjaminmoore.com/en-us/store-locator/10014034/harris-ace-hardware
10014035,BRYAN'S ACE HARDWARE,871 N STATE ROAD 21,MELROSE,FL,32666-3956,(352) 475-2400,,HTTP://BRYANSACE.COM,08:00 AM,06:00 PM,08:00 AM,06:00 PM,08:00 AM,06:00 PM,08:00 AM,06:00 PM,08:00 AM,06:00 PM,08:00 AM,06:00 PM,09:00 AM,05:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, element_guard",False,False,False,29.7142,-82.0455,https://www.benjaminmoore.com/en-us/store-locator/10014035/bryans-ace-hardware
10014036,STURGIS ACE HARDWARE,2222 JUNCTION AVE,STURGIS,SD,57785-2517,(605) 347-4031,,,07:30 AM,06:00 PM,07:30 AM,06:00 PM,07:30 AM,06:00 PM,07:30 AM,06:00 PM,07:30 AM,06:00 PM,07:30 AM,05:00 PM,09:00 AM,05:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,44.4011,-103.5089,https://www.benjaminmoore.com/en-us/store-locator/10014036/sturgis-ace-hardware
10014037,KERR HOME CENTER INC,117 W WASHINGTON ST,RUSHVILLE,IL,62681-1433,(217) 322-6715,,HTTP://WWW.KERRHOMECENTER.COM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,,,False,,"benjamin_moore, inslx","ben, ben_int, regal, regal_int",False,False,False,40.1213,-90.564,https://www.benjaminmoore.com/en-us/store-locator/10014037/kerr-home-center-inc
10014038,BENNETT VALLEY ACE HARDWARE,2739 YULUPA AVE,SANTA ROSA,CA,95405-8534,(707) 524-2515,,HTTP://WWW.BENNETTVALLEYHARDWARE.COM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","advance, aura, aura_bns, aura_int, ben, ben_int, element_guard, regal, regal_int",False,False,False,38.427,-122.6681,https://www.benjaminmoore.com/en-us/store-locator/10014038/bennett-valley-ace-hardware
10014040,ACE HARDWARE - SUPERIOR,1515 OAKES AVE,SUPERIOR,WI,54880-2409,(715) 392-3334,,,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,09:00 AM,06:00 PM,True,open_7_days,"benjamin_moore, inslx","aura, aura_int, ben, ben_int, element_guard, regal, regal_int",False,False,False,46.7199,-92.1071,https://www.benjaminmoore.com/en-us/store-locator/10014040/ace-hardware-superior
10014041,ROCHELLE ACE HARDWARE,1383 N 7TH ST,ROCHELLE,IL,61068-1185,(815) 562-7014,,,07:00 AM,08:00 PM,07:00 AM,08:00 PM,07:00 AM,08:00 PM,07:00 AM,08:00 PM,07:00 AM,08:00 PM,07:00 AM,08:00 PM,08:00 AM,06:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,41.9408,-89.0672,https://www.benjaminmoore.com/en-us/store-locator/10014041/rochelle-ace-hardware
10014042,SPARTA VILLIAGE ACE HARDWARE,155 E DIVISION ST,SPARTA,MI,49345-1329,(616) 887-7381,,,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,05:00 PM,,,False,ismor,"benjamin_moore, coronado, inslx","advance, ben, ben_int, element_guard, regal, regal_ext, regal_int",False,False,False,43.161,-85.7063,https://www.benjaminmoore.com/en-us/store-locator/10014042/sparta-villiage-ace-hardware
10014044,STRAND ACE HARDWARE,1800 OAKDALE RD,MODESTO,CA,95355-2986,(209) 488-4224,,HTTP://WWW.STRANDACE.COM,07:00 AM,04:00 PM,07:00 AM,08:00 PM,07:00 AM,08:00 PM,07:00 AM,08:00 PM,07:00 AM,08:00 PM,07:00 AM,08:00 PM,09:00 AM,06:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","advance, aura, aura_int, ben, ben_int, element_guard, regal, regal_int",False,False,False,37.6701,-120.9562,https://www.benjaminmoore.com/en-us/store-locator/10014044/strand-ace-hardware
10014046,CUMBERLAND ACE HARDWARE & LUMB,2421 SUPERIOR AVE,CUMBERLAND,WI,54829-9210,(715) 822-8459,,,08:00 AM,05:00 PM,08:00 AM,05:00 PM,08:00 AM,05:00 PM,08:00 AM,05:00 PM,08:00 AM,05:00 PM,08:00 AM,05:00 PM,09:00 AM,04:00 PM,True,open_7_days,"benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,45.5527,-92.0174,https://www.benjaminmoore.com/en-us/store-locator/10014046/cumberland-ace-hardware-lumb
10014048,ACE HARDWARE - AMMON,3415 E 17TH ST,AMMON,ID,83406-6781,(208) 522-1660,,,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,07:00 PM,09:00 AM,05:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, regal, regal_int",False,False,False,43.4824,-111.9658,https://www.benjaminmoore.com/en-us/store-locator/10014048/ace-hardware-ammon
10014050,ACE HOME & GARDEN CTR,3911 E 15TH ST,PANAMA CITY,FL,32404-5845,(850) 522-0314,MICAH32425@GMAIL.COM,HTTP://ACEHOMEANDGARDENPC.COM/,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,08:00 AM,05:00 PM,True,"in_store_decorator, in_store_pickup, ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,30.1754,-85.5989,https://www.benjaminmoore.com/en-us/store-locator/10014050/ace-home-garden-ctr
10014051,STANDARD PLUMBING ACE HARDWARE,6122 GEARY BLVD,SAN FRANCISCO,CA,94121-1910,(415) 752-1888,,,09:00 AM,06:00 PM,09:00 AM,06:00 PM,09:00 AM,06:00 PM,09:00 AM,06:00 PM,09:00 AM,06:00 PM,09:00 AM,06:00 PM,11:00 AM,05:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,37.7803,-122.4851,https://www.benjaminmoore.com/en-us/store-locator/10014051/standard-plumbing-ace-hardware
10014052,RIVERSIDE ACE HARDWARE,3600 RIVERSIDE DR,MACON,GA,31210-2510,(478) 474-6454,,HTTP://WWW.ACE-PLACE.COM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,10:00 AM,06:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","advance, ben, ben_int, element_guard, regal, regal_int",False,False,False,32.8988,-83.6845,https://www.benjaminmoore.com/en-us/store-locator/10014052/riverside-ace-hardware
10014054,MARBLE HILL ACE HARDWARE,26 MCCAIN PASS,MARBLE HILL,GA,30148-2258,(770) 893-4111,,,08:00 AM,06:00 PM,08:00 AM,06:00 PM,08:00 AM,06:00 PM,08:00 AM,06:00 PM,08:00 AM,06:00 PM,08:00 AM,06:00 PM,11:00 AM,05:00 PM,True,open_7_days,"benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,34.4157,-84.2802,https://www.benjaminmoore.com/en-us/store-locator/10014054/marble-hill-ace-hardware
10014055,QUALITY FARM & RANCH CENTER,700 E 8TH AVE,YUMA,CO,80759-2136,(970) 848-5552,,HTTP://WWW.ACEHARDWARE.COM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,09:00 AM,05:30 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,40.1193,-102.7143,https://www.benjaminmoore.com/en-us/store-locator/10014055/quality-farm-ranch-center
10014056,QUALITY FARM & RANCH CENTER,333 DEXTER ST,WRAY,CO,80758-1625,(970) 332-4931,,HTTP://WWW.ACEHARDWARE.COM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,09:00 AM,05:30 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,40.0782,-102.2279,https://www.benjaminmoore.com/en-us/store-locator/10014056/quality-farm-ranch-center
10014057,E M HERR ACE HARDWARE,1786F COLUMBIA AVE,COLUMBIA,PA,17512-9508,(717) 684-8515,,HTTP://WWW.EMHERRACEHARDWARE.COM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,07:30 AM,06:00 PM,10:00 AM,05:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,40.0318,-76.4717,https://www.benjaminmoore.com/en-us/store-locator/10014057/e-m-herr-ace-hardware
10014058,HARRIS ACE HARDWARE,200 S RIVER ST,JANESVILLE,WI,53548-4754,(608) 755-6122,,HTTP://WWW.HARRISACE.BIZ,07:30 AM,08:00 PM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,08:00 AM,06:00 PM,09:00 AM,05:00 PM,True,"ismor, open_7_days","benjamin_moore, corotech, inslx","aura, aura_bns, aura_int, ben, ben_int, regal, regal_int",False,False,False,42.6789,-89.0222,https://www.benjaminmoore.com/en-us/store-locator/10014058/harris-ace-hardware
10014060,BATES ACE HARDWARE,1709 HOWELL MILL RD NW,ATLANTA,GA,30318-3113,(404) 351-4240,,WWW.BATESACE.COM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,06:30 PM,10:00 AM,05:30 PM,True,open_7_days,"benjamin_moore, inslx","advance, aura, aura_int, ben, ben_int, element_guard, regal, regal_int, wb_ceiling",False,False,False,33.8008,-84.4154,https://www.benjaminmoore.com/en-us/store-locator/10014060/bates-ace-hardware
10014062,DAN'S ACE HARDWARE - REXBURG,101 E MAIN ST,REXBURG,ID,83440-1911,(208) 359-5392,,,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,,,False,ismor,"benjamin_moore, inslx","advance, ben, ben_int, element_guard, regal, regal_int",False,False,False,43.8264,-111.7806,https://www.benjaminmoore.com/en-us/store-locator/10014062/dans-ace-hardware-rexburg
10014064,ORFORDVILLE LUMBER INC,602 W BRODHEAD ST,ORFORDVILLE,WI,53576-9787,(608) 879-2000,,HTTPS://STOUGHTONLUMBER.COM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,07:00 AM,06:00 PM,08:00 AM,05:00 PM,09:00 AM,04:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,42.6308,-89.2647,https://www.benjaminmoore.com/en-us/store-locator/10014064/orfordville-lumber-inc
10014065,ACE HARDWARE,1736 FRONT ST,LYNDEN,WA,98264-1261,(360) 354-2291,,HTTP://WWW.LYNDENACE.COM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,06:00 PM,,,False,,"benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,48.9396,-122.4705,https://www.benjaminmoore.com/en-us/store-locator/10014065/ace-hardware
10014066,ROBERTSON'S ACE HARDWARE,578 N MAIN ST,WOODRUFF,SC,29388-1550,(864) 476-5580,,,07:30 AM,07:00 PM,07:30 AM,07:00 PM,07:30 AM,07:00 PM,07:30 AM,07:00 PM,07:30 AM,07:00 PM,08:00 AM,05:00 PM,11:00 AM,05:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, regal, regal_int",False,False,False,34.7466,-82.0451,https://www.benjaminmoore.com/en-us/store-locator/10014066/robertsons-ace-hardware
10014070,STEVES HARDWARE INC,1370 MAIN ST,SAINT HELENA,CA,94574-1905,(707) 963-3423,,,07:30 AM,06:00 PM,07:30 AM,06:00 PM,07:30 AM,06:00 PM,07:30 AM,06:00 PM,07:30 AM,06:00 PM,07:30 AM,05:30 PM,09:00 AM,05:00 PM,True,open_7_days,"benjamin_moore, inslx","ben, ben_int, element_guard",False,False,False,38.5053,-122.4696,https://www.benjaminmoore.com/en-us/store-locator/10014070/steves-hardware-inc
10014071,CAPPELS ACE HARDWARE,110 116 CHESTNUT ST,ATLANTIC,IA,50022-1059,(712) 243-4712,,HTTP://WWW.ACEHARDWARE.COM,07:30 AM,05:30 PM,07:30 AM,05:30 PM,07:30 AM,05:30 PM,07:30 AM,05:30 PM,07:30 AM,05:30 PM,07:30 AM,04:30 PM,12:00 PM,04:00 PM,True,open_7_days,"benjamin_moore, inslx","ben, ben_int, regal, regal_int",False,False,False,41.4093,-95.0126,https://www.benjaminmoore.com/en-us/store-locator/10014071/cappels-ace-hardware
10014072,ADVANTAGE RENTAL & SALES,100 ROUTE 50,OCEAN VIEW,NJ,08230-1113,(609) 390-2345,,HTTP://WWW.GOADVANTAGENJ.COM/,07:30 AM,05:30 PM,07:30 AM,05:30 PM,07:30 AM,05:30 PM,07:30 AM,05:30 PM,07:30 AM,05:30 PM,07:30 AM,05:30 PM,09:00 AM,03:30 PM,True,open_7_days,"benjamin_moore, inslx","ben, ben_int, regal, regal_int",False,False,False,39.2227,-74.7058,https://www.benjaminmoore.com/en-us/store-locator/10014072/advantage-rental-sales
10014073,PAUL'S ACE HARDWARE,8449 E MCDONALD DR,SCOTTSDALE,AZ,85250-6334,(480) 948-3102,,HTTP://WWW.PAULSACEHARDWARE.COM,08:00 AM,06:00 PM,08:00 AM,06:00 PM,08:00 AM,06:00 PM,08:00 AM,06:00 PM,08:00 AM,06:00 PM,08:00 AM,06:00 PM,08:00 AM,06:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, regal, regal_int",False,False,False,33.5229,-111.8984,https://www.benjaminmoore.com/en-us/store-locator/10014073/pauls-ace-hardware
10014074,SPRINGFIELD ACE HARDWARE,810 PARK DR,SPRINGFIELD,NE,68059-6845,(402) 625-7600,,,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,06:00 PM,12:00 PM,05:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,41.0874,-96.1373,https://www.benjaminmoore.com/en-us/store-locator/10014074/springfield-ace-hardware
10014077,STETSON BROTHERS ACE HARDWARE,10730 W MAIN RD,NORTH EAST,PA,16428-2228,(814) 725-3502,,,07:00 AM,08:00 PM,07:00 AM,08:00 PM,07:00 AM,08:00 PM,07:00 AM,08:00 PM,07:00 AM,08:00 PM,08:00 AM,06:00 PM,08:00 AM,04:00 PM,True,open_7_days,"benjamin_moore, corotech, inslx","advance, ben, ben_int, element_guard, regal, regal_int, woodluxe",False,False,False,42.2114,-79.8494,https://www.benjaminmoore.com/en-us/store-locator/10014077/stetson-brothers-ace-hardware
10014078,GLADES BUILDING SUPPLY,19456 SENECA TRL,MARLINTON,WV,24954,(304) 799-4912,,,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,07:30 AM,05:00 PM,08:00 AM,05:00 PM,,,False,,"benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,38.2158,-80.0578,https://www.benjaminmoore.com/en-us/store-locator/10014078/glades-building-supply
10014080,GARDEN CITY ACE,28715 FORD RD,GARDEN CITY,MI,48135-2845,(734) 425-6080,,,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,10:00 AM,04:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, regal, regal_int",False,False,False,42.3255,-83.3249,https://www.benjaminmoore.com/en-us/store-locator/10014080/garden-city-ace
10014082,ACE ON FRANCIS,808 W FRANCIS AVE,SPOKANE,WA,99205-6512,(509) 325-0555,,,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,08:00 AM,06:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,47.7158,-117.4232,https://www.benjaminmoore.com/en-us/store-locator/10014082/ace-on-francis
10014083,NORTHSHORE ACE HARDWARE,35419 21ST AVE SW,FEDERAL WAY,WA,98023-3050,(253) 835-5052,,,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,09:00 AM,05:00 PM,True,open_7_days,"benjamin_moore, inslx","ben, ben_int",False,False,False,47.2846,-122.3613,https://www.benjaminmoore.com/en-us/store-locator/10014083/northshore-ace-hardware
10014084,PIONEER ACE HARDWARE - ABQ,1100 SAN MATEO BLVD NE,ALBUQUERQUE,NM,87110-6481,(505) 266-4000,,HTTP://WWW.NEWMEXICOACEHARDWARE.COM,08:00 AM,07:30 PM,08:00 AM,07:30 PM,08:00 AM,07:30 PM,08:00 AM,07:30 PM,08:00 AM,07:30 PM,08:00 AM,07:30 PM,09:00 AM,07:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","advance, aura, aura_int, ben, ben_int, element_guard, regal, regal_int",False,False,False,35.0883,-106.5854,https://www.benjaminmoore.com/en-us/store-locator/10014084/pioneer-ace-hardware-abq
10014085,CARTERSVILLE ACE HARDWARE,924 WEST AVE,CARTERSVILLE,GA,30120-6134,(770) 382-1298,,,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,07:00 AM,07:00 PM,08:00 AM,07:00 PM,10:00 AM,06:00 PM,True,open_7_days,"benjamin_moore, inslx","ben, ben_int, regal, regal_int",False,False,False,34.1541,-84.8197,https://www.benjaminmoore.com/en-us/store-locator/10014085/cartersville-ace-hardware
10014086,ROYSTON ACE HARDWARE,994 FRANKLIN SPRINGS ST,ROYSTON,GA,30662-3908,(706) 245-0091,,,07:30 AM,06:00 PM,07:30 AM,06:00 PM,07:30 AM,06:00 PM,07:30 AM,06:00 PM,07:30 AM,06:00 PM,08:00 AM,05:00 PM,,,False,ismor,"benjamin_moore, inslx",,False,False,False,34.2855,-83.1268,https://www.benjaminmoore.com/en-us/store-locator/10014086/royston-ace-hardware
10014087,EVANS ACE HARDWARE,342 E CENTER ST,MEDINA,NY,14103-1658,(585) 798-4000,,HTTP://WWW.EVANSACE.COM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,09:00 AM,05:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,43.2199,-78.3809,https://www.benjaminmoore.com/en-us/store-locator/10014087/evans-ace-hardware
10014089,ACE HARDWARE & RENTAL,29 TOWN SQUARE CTR,WILLIAMSTON,SC,29697-1023,(864) 847-9669,,HTTP://WWW.ACEHR.COM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,07:30 AM,08:00 PM,08:00 AM,08:00 PM,01:00 AM,06:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,34.6207,-82.4755,https://www.benjaminmoore.com/en-us/store-locator/10014089/ace-hardware-rental
10014090,ANDREWS ACE HARDWARE & SEED ST,92 GRANADE AVE,CHATOM,AL,36518,(251) 847-2235,,,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,05:00 PM,07:00 AM,02:00 PM,,,False,,"benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,31.4696,-88.2593,https://www.benjaminmoore.com/en-us/store-locator/10014090/andrews-ace-hardware-seed-st
10014093,BEAR LAKE ACE HARDWARE & SUPPL,11950 CHIPPEWA HWY,BEAR LAKE,MI,49614-9424,(231) 864-3036,,,08:00 AM,05:00 PM,08:00 AM,05:00 PM,08:00 AM,05:00 PM,08:00 AM,05:00 PM,08:00 AM,05:00 PM,09:00 AM,04:00 PM,,,False,,"benjamin_moore, inslx","aura, aura_bns, aura_int, ben, ben_int, element_guard, regal, regal_int, wb_ceiling, woodluxe",False,False,False,44.4167,-86.1515,https://www.benjaminmoore.com/en-us/store-locator/10014093/bear-lake-ace-hardware-suppl
10014094,DUQUOIN ACE HARDWARE,1258 S WASHINGTON ST,DU QUOIN,IL,62832-3853,(618) 542-2428,,,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,05:00 PM,10:00 AM,04:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,37.9894,-89.2335,https://www.benjaminmoore.com/en-us/store-locator/10014094/duquoin-ace-hardware
10014096,ACE HARDWARE - AURORA,994 N LAKE ST,AURORA,IL,60506-2516,(630) 897-9227,,,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,06:00 PM,09:00 AM,05:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","regal, regal_int",False,False,False,41.7781,-88.3161,https://www.benjaminmoore.com/en-us/store-locator/10014096/ace-hardware-aurora
10014097,SORRENTO ACE HARDWARE INC.,24329 STATE ROAD 46,SORRENTO,FL,32776-8853,(352) 383-2061,,HTTP://WWW.CARTERSACEHARDWARE.COM,07:30 AM,07:00 PM,07:30 AM,07:00 PM,07:30 AM,07:00 PM,07:30 AM,07:00 PM,07:30 AM,07:00 PM,07:30 AM,07:00 PM,,,False,ismor,"benjamin_moore, inslx","ben, ben_int, regal, regal_int",False,False,False,28.8084,-81.554,https://www.benjaminmoore.com/en-us/store-locator/10014097/sorrento-ace-hardware-inc
10014098,SCHREINER ACE HARDWARE - FIFTH,1131 W 5TH AVE,COLUMBUS,OH,43212-2566,(614) 291-0820,,,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,06:00 PM,10:00 AM,06:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","advance, aura, aura_int, ben, ben_int, element_guard, regal, regal_int, wb_ceiling",False,False,False,39.9883,-83.0365,https://www.benjaminmoore.com/en-us/store-locator/10014098/schreiner-ace-hardware-fifth
10014099,ACE HARDWARE OF FRIDAY HARBOR,340 ARGYLE AVE,FRIDAY HARBOR,WA,98250-9556,(360) 378-4622,,HTTP://WWW.ACEFH.COM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,09:00 AM,05:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,48.5332,-123.017,https://www.benjaminmoore.com/en-us/store-locator/10014099/ace-hardware-of-friday-harbor
10014100,MILTON ACE HARDWARE,5 SOUTHERBERRY DR,MILTON,VT,05468-4537,(802) 893-4100,,,07:30 AM,07:00 PM,07:30 AM,07:00 PM,07:30 AM,07:00 PM,07:30 AM,07:00 PM,07:30 AM,07:00 PM,07:30 AM,06:00 PM,08:00 AM,04:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","ben, ben_int, element_guard, regal, regal_int",False,False,False,44.649,-73.1266,https://www.benjaminmoore.com/en-us/store-locator/10014100/milton-ace-hardware
10014101,LIVINGSTON'S ACE HARDWARE,"1106 W PARK ST, STE 1",LIVINGSTON,MT,59047-2955,(406) 222-0202,,,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,07:00 PM,08:00 AM,06:00 PM,09:00 AM,05:00 PM,True,"ismor, open_7_days","benjamin_moore, inslx","aura, aura_bns, aura_ext, aura_int, ben, ben_int, element_guard, regal, regal_ext, regal_int, wb_ceiling, woodluxe",False,False,False,45.6554,-110.5716,https://www.benjaminmoore.com/en-us/store-locator/10014101/livingstons-ace-hardware
10014102,O'DONNELL ACE HARDWARE,411 7TH AVE S,CLINTON,IA,52732-5633,(563) 242-8523,,HTTP://WWW.ODONNELLHARDWARE.COM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,08:00 PM,08:00 AM,05:00 PM,10:00 AM,05:00 PM,True,"ismor, open_7_days",inslx,,False,False,True,41.8388,-90.1936,https://www.benjaminmoore.com/en-us/store-locator/10014102/odonnell-ace-hardware
